k,mean_hit_rate_correct,std_hit_rate_correct,mean_hit_rate_relevant,std_hit_rate_relevant
1,0.011111111111111112,0.019245008972987525,0.24444444444444446,0.019245008972987518
2,0.022222222222222223,0.019245008972987525,0.37777777777777777,0.05091750772173157
3,0.044444444444444446,0.03849001794597505,0.4444444444444444,0.0693888666488711
4,0.044444444444444446,0.03849001794597505,0.5333333333333333,0.08819171036881965
5,0.044444444444444446,0.03849001794597505,0.6,0.05773502691896256
8,0.044444444444444446,0.03849001794597505,0.7111111111111111,0.050917507721731585
10,0.06666666666666667,0.03333333333333334,0.7888888888888889,0.03849001794597505
