k,mean_hit_rate_correct,std_hit_rate_correct,mean_hit_rate_relevant,std_hit_rate_relevant
1,0.011111111111111112,0.019245008972987525,0.3333333333333333,0.11547005383792518
2,0.011111111111111112,0.019245008972987525,0.4333333333333333,0.11547005383792518
3,0.011111111111111112,0.019245008972987525,0.5555555555555555,0.05091750772173157
4,0.011111111111111112,0.019245008972987525,0.6444444444444444,0.050917507721731536
5,0.011111111111111112,0.019245008972987525,0.7333333333333334,0.08819171036881969
8,0.03333333333333333,0.03333333333333333,0.9,0.033333333333333354
10,0.05555555555555555,0.01924500897298752,0.9444444444444445,0.01924500897298748
