k,mean_hit_rate_correct,std_hit_rate_correct,mean_hit_rate_relevant,std_hit_rate_relevant
1,0.0,0.0,0.29411764705882354,0.05882352941176472
2,0.0,0.0,0.43137254901960786,0.08985442539129099
3,0.0196078431372549,0.03396178054056622,0.607843137254902,0.12245094114506667
4,0.0196078431372549,0.03396178054056622,0.6862745098039217,0.033961780540566214
5,0.0196078431372549,0.03396178054056622,0.7843137254901961,0.08985442539129093
8,0.0392156862745098,0.06792356108113244,0.9019607843137255,0.033961780540566235
10,0.0392156862745098,0.06792356108113244,0.9215686274509803,0.06792356108113246
