,0
LEPROT,0.008317507
CKS1B,0.008174014
MDH2,0.007945431
PSMB1,0.007467551
MAP7D1,0.0074051726
UBE2S,0.007264023
HOXB4,0.0071266084
PSMB3,0.0070275837
CD63,0.0068855663
PIM1,0.0065062027
CENPF,0.0063517587
NUCKS1,0.006293159
PSMB6,0.0062057786
SGOL1,0.006107854
UBE2L6,0.006062883
EMP3,0.006034343
AFMID,0.0059965085
TOP2A,0.0059529413
USP53,0.0057084835
STMN1,0.005626185
PRSS57,0.005621238
SUMF2,0.005585597
ASPM,0.00552643
HMGN2,0.005521736
METTL9,0.005370774
S100A11,0.005364896
ATF7IP2,0.0053407443
RPL22L1,0.0051678107
HSP90AA1,0.0051609566
GYPE,0.0051541077
VAMP8,0.005142203
ZMAT3,0.0051102946
PTTG1,0.0050779306
COX17,0.0050666286
CD164,0.005009819
TRPM4,0.0049824305
BCL2L1,0.004919582
UBB,0.00485059
USP20,0.0048493375
DYNLL1,0.0048242086
C4orf48,0.0048098518
MYL6,0.004779077
CACYBP,0.0047614295
CDKN1C,0.004542928
PPP1CB,0.0045223827
HSP90B1,0.0045028464
CDK1,0.004471238
VAT1,0.0044471794
TUBA1B,0.0043640104
SVIP,0.0043517356
ITM2B,0.004334041
CKS2,0.0042398367
MPP5,0.004236552
GSTM3,0.004224241
FRG1,0.004177905
SERPINF1,0.004171275
HMGB2,0.004134715
GSTP1,0.0040923366
ACTB,0.004079344
ARL6IP1,0.004065955
UBALD2,0.0040371395
TKT,0.0040044445
MT2A,0.0040033143
DNAJA1,0.003966275
TAX1BP1,0.003958181
HLA-C,0.003915157
CYBA,0.0039027492
IL6ST,0.0038911963
SSB,0.0038407752
HES6,0.0037973372
AURKA,0.0037915944
TPX2,0.003756695
CDKN2D,0.0037465224
EXOG,0.0036559224
TEX30,0.0036305625
SLC20A1,0.0036039506
CDT1,0.0035769008
HIST1H4C,0.0035293296
RAN,0.0035194478
DNAJC3,0.0035143222
FCGRT,0.0035042928
XIST,0.0034885653
SDCBP,0.0034876335
SH3BGRL3,0.0034846344
TUBB4B,0.0034829343
DBI,0.0034763156
ATP6V0B,0.0034713608
COMT,0.0034081389
CLIC1,0.0033835254
MT1F,0.0033812085
LINC01420,0.003371093
JUND,0.0033333027
ARID5B,0.003323562
TRIM56,0.0032940547
ZNF431,0.003270575
PIF1,0.0032506734
CARHSP1,0.0031968658
DPYSL2,0.0031913626
GYPC,0.0031788948
CD47,0.0031647123
TSC22D1,0.0031346823
NUDC,0.003132515
ASAH1,0.0031222743
FASN,0.003030031
CDC20,0.0030214402
HIST1H1E,0.003004057
ARPC5,0.003002846
SSBP1,0.0029812723
LIMD2,0.0029745775
RHOBTB3,0.0029679567
LIPH,0.0029552747
LDHA,0.0029549173
RANBP1,0.0029467898
SERPINB1,0.0029211096
BNIP3L,0.0029051257
CALM2,0.0029038296
RTN2,0.0028978055
CREM,0.0028750342
H1FX,0.002868937
BHLHE40,0.002807248
SKAP2,0.002795798
LDHB,0.0027370634
KLHL24,0.002719385
PRC1,0.002705594
CAPG,0.0027007014
C10orf11,0.0026818234
LGALS1,0.002631384
RICTOR,0.0026261935
EIF1,0.002614188
CD9,0.0026060576
ARL6IP5,0.002600076
B2M,0.002598701
KIF2C,0.002596023
GYPA,0.0025794588
AURKB,0.0025760294
PRKCB,0.0025759896
PPP1R12A,0.0025723767
TUBB,0.0025714652
PTPN12,0.0025564036
TNFRSF12A,0.0025505258
DAZAP2,0.002540602
MACF1,0.0025335285
CDKN2C,0.002513056
CCNA2,0.002506623
ASIC4,0.0025060726
NR2F2,0.0025025837
S100A4,0.0024886974
HOTAIRM1,0.0024807155
PLK1,0.0024771164
VIM,0.0024499295
ATF6B,0.0024476757
PSME1,0.0024442591
ANXA2,0.0024415432
NUSAP1,0.002440702
S100A10,0.0024314846
BAZ2B,0.0024145215
TPM4,0.0024123816
CFH,0.0023937982
PLA2G16,0.0023814177
APOLD1,0.002353374
RP6-159A1.4,0.0023511383
PPP1R18,0.0023445175
MYL12A,0.0023372532
IGFBP2,0.0023338054
PHF19,0.0023152172
BTG1,0.0022910081
RP11-620J15.3,0.002280045
LYAR,0.00227532
SELM,0.00225694
PSMB9,0.0022508225
NGRN,0.002226158
ANP32E,0.0022216407
RAB4B,0.0021858795
ANXA2R,0.0021512343
NENF,0.0021490136
FADS1,0.002139626
TLE2,0.0021256958
CORO1A,0.0021241277
LTB,0.0021226103
NBR1,0.0021167437
RP11-467L13.7,0.0021162906
HSPA1A,0.0021139253
FOXL2,0.0021037424
RTN4,0.0021032093
STAM-AS1,0.0020784384
LBH,0.0020680851
TIMP1,0.0020539693
ARRDC3,0.0020398502
FAM228B,0.0020360034
C1QBP,0.0020335137
BIRC5,0.0020322108
SERPINB9,0.0020024949
TMEM120B,0.0020016367
FNDC4,0.0019939353
SOCS1,0.0019904352
CREBRF,0.0019871886
JUNB,0.0019755058
CTSL,0.001972372
PHB,0.0019709896
TESC,0.001970787
SDCCAG8,0.0019649677
PLD3,0.0019409381
SEMA7A,0.0019272431
GLRX,0.0019196622
UFD1L,0.0019072691
TYROBP,0.0018997455
CITED2,0.0018984418
AIM1,0.001894051
NME1,0.0018872998
LMO4,0.0018842698
EXOSC8,0.0018777004
ICAM1,0.0018743379
FEV,0.0018694655
IRF2BP2,0.0018686439
AXL,0.0018631202
TRIB3,0.0018619475
PPCS,0.0018591024
OSR2,0.001853148
HN1,0.0018409397
GAL,0.0018311265
LINC00467,0.001820541
MANBA,0.0018184339
SLC2A6,0.0018159244
CR1L,0.0018096132
PYCARD,0.0017918275
C10orf54,0.0017912075
FAM83A,0.0017872108
