,0
NEAT1,0.013042308
MALAT1,0.011195759
ALAS2,0.008726742
GYPB,0.008460205
SLC25A37,0.008158721
HBZ,0.007986514
RHOBTB3,0.007948527
RHOC,0.007731258
FADS1,0.0076431003
MYL6,0.0075061056
HBG2,0.007478419
TNRC6B,0.007175655
GADD45A,0.006922093
CD7,0.0067931437
GYPA,0.006606007
TXNIP,0.0065499754
FAM83A,0.0065284525
LAPTM5,0.0063910857
JUND,0.0063281697
MLXIP,0.006206545
ADAMTSL4,0.0061949915
BTG2,0.0061528506
SMIM1,0.0060676816
PPP1R15A,0.006012955
SH3BGRL3,0.005931082
RAC2,0.00592243
TGFB1,0.0058656847
BLVRB,0.0056967484
NENF,0.0056549567
CD164,0.0054208925
TESC,0.0053012995
LIMS1,0.005253148
MSRB2,0.005181443
TAPBP,0.005149112
NCKAP1L,0.005116669
MIDN,0.004969901
MAP1B,0.004953383
MEF2C,0.0049263528
SAT2,0.0048979144
FTH1,0.004813103
CFD,0.0047422755
ATF6B,0.0046982802
ASH2L,0.004557857
ASAH1,0.0045076963
PIM2,0.0044680624
ERV3-1,0.0043622167
MYLIP,0.0043235733
POLR2J3,0.004298704
GSTM3,0.0042788386
YPEL3,0.00426349
PYROXD2,0.0042332355
ANXA2,0.0042175055
IFITM2,0.004154975
ZNF431,0.0041393675
TNNI3,0.0041171745
HBE1,0.0040476765
CITED2,0.004003051
TUBA1C,0.0039843363
GABPB1-AS1,0.003953126
LYZ,0.0038982457
PPCS,0.0038854524
SPI1,0.0038498193
GLUL,0.0038299165
GPSM3,0.0038264173
DDIT3,0.0038120265
STAC3,0.0037871725
HHEX,0.0037087551
ARL6IP1,0.0036998063
ANTXR2,0.003686514
LHX1,0.0036721707
LEPROT,0.003657612
CLCN3,0.0036338293
WAC-AS1,0.0036258441
ST6GALNAC1,0.0036159984
UGP2,0.0035820724
DUSP13,0.003546011
SDCBP,0.003539949
GDF15,0.0035158966
CYB5D2,0.003478355
GYPC,0.0034604946
QPRT,0.003449601
MAP1LC3B,0.0034442246
PRDX5,0.003443748
NFE2L2,0.0034357796
ZC3HAV1,0.0034291206
HBD,0.0034257693
DDAH2,0.0034232026
PPP1R12A,0.0034120076
SQLE,0.003382618
RHOH,0.0033776634
CTSC,0.003375554
NCOA4,0.003357168
FAM89A,0.0033533827
AC079466.1,0.0033217506
ANXA5,0.0033175477
GSTP1,0.0033166332
TLN1,0.00328005
ICAM4,0.0032750026
BPTF,0.0032481165
RAB11FIP1,0.0032441588
TSC22D1,0.0032233999
SOCS2,0.0032107558
RICTOR,0.003202991
FMNL1,0.0031925743
CISH,0.0031842452
HEPH,0.003147145
TCF4,0.0031446912
CFH,0.0031355205
RP6-159A1.4,0.0031351512
IGBP1,0.0031245756
JUN,0.0030924461
SPARC,0.0030864698
ATF4,0.0030831525
HOTAIRM1,0.0030744371
LRP10,0.0030552456
TRANK1,0.003028581
RP11-83A24.2,0.003013075
CDCA8,0.003004299
AC006262.5,0.0029849831
HIST1H3H,0.0029844504
TRAPPC6A,0.002982933
HOXB2,0.0029756743
PLA2G16,0.002932723
PPP1R14A,0.002905456
DNAJB1,0.0028846571
PSMD5-AS1,0.002872798
RTN2,0.0028649243
ARMCX3,0.002855841
LBH,0.0028514354
CRYM,0.0028478787
PDE9A,0.0028460247
BTG1,0.0028287873
SERPING1,0.0028232962
CSF3R,0.0028129965
CLIC1,0.0027551013
FUCA1,0.002749857
JUNB,0.0027383575
TSPAN32,0.0027356965
LIPH,0.0027346618
NPC2,0.0027142353
APOBR,0.002709994
BNIP3L,0.0027085145
UBC,0.002699284
NCOA7,0.002683827
FUZ,0.0026452977
CLTA,0.0026431729
EGR1,0.002639078
MGST3,0.0026254416
MSN,0.0026248898
FASN,0.0026240875
CCND3,0.002622323
BAZ2B,0.0026169037
IDH2,0.0026129643
MMP24-AS1,0.002611157
H1FX,0.0026095589
HIST1H2AC,0.0026092788
BCL2L11,0.0026012238
SYF2,0.0025912323
ADGRE5,0.0025768692
FOLR1,0.0025723209
CMB9-22P13.1,0.0025712582
MANBA,0.002562919
HERC2,0.0025383027
REEP6,0.0025375609
IQGAP2,0.0025247117
SMIM14,0.0025119942
ID2,0.0025041876
MT2A,0.002494667
BSDC1,0.002494166
RABGAP1L,0.0024694446
HIST3H2A,0.0024684402
RP5-882C2.2,0.002451107
COL2A1,0.0024381212
ARL6IP5,0.0024342504
THUMPD3-AS1,0.0024314085
GMPR,0.0024230715
MILR1,0.0024190599
SLC2A1,0.002402552
HCST,0.0024014732
CA11,0.0023940096
SLC6A19,0.002392957
GNAI2,0.002366123
VMP1,0.0023595674
PTP4A3,0.0023528812
C21orf58,0.0023446013
C6orf1,0.0023438432
EIF4A2,0.0023424986
COL18A1,0.002335659
APOE,0.002294459
SERPINB1,0.0022859985
ATG2A,0.0022742697
FAM214B,0.0022677113
SAT1,0.0022611287
SAMSN1,0.0022598857
UBE2L6,0.0022594102
CREBRF,0.0022445824
PPP1R18,0.0022346242
B2M,0.0022174031
DOK2,0.0022151482
PSME1,0.0022146946
RSAD2,0.002201645
PKIG,0.0021993502
NHLRC4,0.0021807654
HAGH,0.0021657764
SMAP2,0.0021617878
ASRGL1,0.0021389658
SLC3A2,0.0021270162
TLE4,0.002125502
MT1F,0.0021211999
PIM1,0.0021043804
CAP1,0.0020887633
CRYAB,0.0020874827
ACAP1,0.0020719904
PLXNA2,0.0020656758
HOXB9,0.002063471
BST2,0.0020571346
LMO2,0.0020552245
MROH8,0.002047157
ARPC1B,0.0020459327
SERTAD1,0.002018369
MSRB1,0.0020084719
CRYBA2,0.0020012646
HBA2,0.0020011961
STOM,0.0019983281
NBR1,0.0019855474
NFKBIA,0.001985011
FEZ1,0.001977605
RPL3,0.0019722485
PRX,0.0019666217
TM7SF2,0.0019532342
TYROBP,0.0019436815
HIST2H2AC,0.0019396998
SOX4,0.0019219877
GRN,0.0019205313
RAB4B,0.0019168261
SKAP2,0.001910989
YPEL2,0.0019016338
LGALS1,0.001890335
MYO1F,0.0018721543
YPEL5,0.0018721314
CHD2,0.0018700612
TKFC,0.0018671853
TUBB2A,0.0018582881
OS9,0.0018536175
HIST1H4E,0.0018526168
ADAM17,0.0018278842
ECM1,0.0018048236
USP20,0.001794909
GMPPA,0.0017927561
KIAA0513,0.0017923317
FNIP2,0.0017853637
HIST1H1E,0.0017707613
FAM118A,0.0017634582
LPCAT2,0.0017624948
DST,0.0017589991
NTS,0.0017548539
IGDCC3,0.0017491588
TLE2,0.0017312011
ITGAM,0.0017268559
