,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,factor,mapped_gene
0,prerank,Myc Targets V1,-0.8869493944449758,-1.6320103482571722,0.0,0.011842563566701499,0.01,23/31,4.22%,PA2G4;C1QBP;SRM;MYC;HSP90AB1;NPM1;LDHA;PRDX4;PHB;NME1;SSB;SRSF3;PSMA4;DDX21;SRSF7;SSBP1;KPNA2;ODC1;PSMB2;RPL14;RANBP1;RPS6;RAN,0,AHR
1,prerank,Angiogenesis,0.8454566042522127,1.4469792809779694,0.0,0.3696402168555939,0.34,2/14,4.06%,S100A4;TIMP1,0,AHR
2,prerank,Estrogen Response Early,-0.6880207988492395,-1.41939532699753,0.017241379310344827,0.4381748519679554,0.52,11/58,6.76%,MYC;KRT18;FASN;MYB;RHOBTB3;SLC2A1;BHLHE40;HES1;CLDN7;KRT8;TUBB2B,0,AHR
3,prerank,mTORC1 Signaling,-0.6798033803613575,-1.3922238226844565,0.015151515151515152,0.4223847672123534,0.64,22/49,8.30%,LDHA;SDF2L1;SQLE;PSMA4;HSP90B1;ENO1;GAPDH;CORO1A;TM7SF2;HSPA5;RRM2;MLLT11;SLC2A1;BHLHE40;TRIB3;FADS1;DDIT4;SKAP2;DDIT3;CD9;TES;PRDX1,0,AHR
4,prerank,Myc Targets V2,-0.8880651712613785,-1.3782684251224326,0.043478260869565216,0.3552769070010449,0.68,6/8,3.66%,PA2G4;SRM;MYC;NPM1;PHB;WDR43,0,AHR
5,prerank,Apical Junction,-0.6287404601460177,-1.338187517414228,0.09375,0.419226750261233,0.83,13/57,7.00%,ACTG1;ZYX;MSN;CD99;KCNH2;ACTB;GNAI2;MPZL1;MYH9;RAC2;CLDN7;SKAP2;MYL9,0,AHR
6,prerank,Pancreas Beta Cells,-0.9102663281535454,-1.3291717650798502,0.034482758620689655,0.3888308371066992,0.87,1/8,0.30%,LMO2,0,AHR
7,prerank,Cholesterol Homeostasis,-0.6521923616331726,-1.2059145231649036,0.20967741935483872,0.9084938050455293,1.0,11/25,7.94%,FASN;ACTG1;CLU;SQLE;FABP5;TM7SF2;TNFRSF12A;TRIB3;ACAT2;S100A11;CD9,0,AHR
8,prerank,E2F Targets,-0.6112279696042836,-1.1872727194013337,0.17647058823529413,0.8837513061650992,1.0,23/44,7.88%,PA2G4;MYC;PRDX4;SPC25;LYAR;NME1;EXOSC8;KPNA2;ANP32E;SMC4;TUBB;RRM2;RANBP1;CDK1;HMGB2;AURKB;RAN;CKS1B;TOP2A;DEK;ORC6;CDKN2C;MKI67,0,AHR
9,prerank,PI3K/AKT/mTOR  Signaling,-0.6698952253314447,-1.1805052569733703,0.22033898305084745,0.8105576841209026,1.0,8/21,6.80%,ARPC3;HSP90B1;SLC2A1;CDK1;MKNK2;PRKCB;TRIB3;DDIT3,0,AHR
10,prerank,Glycolysis,-0.5858503494214363,-1.1797724170468031,0.20634920634920634,0.7330546847788227,1.0,9/40,5.16%,LDHA;PKM;ENO1;MDH2;CITED2;HSPA5;CDK1;GMPPA;DDIT4,0,AHR
11,prerank,Fatty Acid Metabolism,-0.5946834846031778,-1.1614804036960773,0.2222222222222222,0.7493112947658402,1.0,9/34,6.20%,LDHA;FASN;ODC1;HSP90AA1;MDH2;REEP6;ACSL1;S100A10;ACAT2,0,AHR
12,prerank,Complement,0.5224716211326554,1.147393545197272,0.23076923076923078,1.0,1.0,14/66,6.26%,CD59;ANXA5;CTSC;LAMP2;HSPA1A;CTSB;LRP1;MSRB1;S100A13;TIMP1;CEBPB;PSMB9;CD55;PLAUR,0,AHR
13,prerank,Myogenesis,-0.553596605960643,-1.1326787361354917,0.26229508196721313,0.7914779983745501,1.0,15/68,9.54%,CLU;CKB;KCNH2;TNNT1;TGFB1;BHLHE40;MYH9;CRYAB;EIF4A2;ACSL1;HRC;CFD;GADD45B;MYL4;COL1A1,0,AHR
14,prerank,Protein Secretion,0.6199103372679332,1.079968178955622,0.35294117647058826,1.0,1.0,7/15,5.80%,CLTA;CD63;CTSC;CLCN3;LAMP2;SEC24D;DST,0,AHR
15,prerank,Allograft Rejection,-0.4970234353580932,-1.0730532827367565,0.3230769230769231,0.9537818503335744,1.0,17/86,9.96%,NPM1;NME1;CCND3;TGFB1;CD47;PRKCB;SPI1;LCP2;RPS3A;SRGN;FLNA;CD7;CTSS;CD96;ICOSLG;CAPG;GPR65,0,AHR
16,prerank,p53 Pathway,-0.4953824200596605,-1.0672002649572054,0.3,0.9051102154550431,1.0,20/66,11.14%,LDHB;CCND3;TGFB1;STOM;ZMAT3;MKNK2;TRIB3;DDIT4;S100A10;GADD45A;ZFP36L1;RGS16;DDIT3;VAMP8;TSC22D1;CD82;TAX1BP3;PTPRE;TXNIP;NDRG1,0,AHR
17,prerank,UV Response Dn,-0.5489074786130516,-1.066823652557891,0.41935483870967744,0.8463485429002671,1.0,8/33,6.92%,MYC;PRKAR2B;CITED2;MAP1B;BHLHE40;KIT;PMP22;ATP2B4,0,AHR
18,prerank,Coagulation,0.4939036406330378,1.055948236347836,0.3055555555555556,1.0,1.0,14/50,10.34%,LAMP2;CTSB;LRP1;MSRB2;S100A13;TIMP1;SPARC;THBS1;PLAU;PROS1;PRSS23;TF;CPQ;GSN,0,AHR
19,prerank,Interferon Gamma Response,0.43943109011507236,1.0487428492589004,0.4117647058823529,1.0,1.0,23/84,10.02%,B2M;PSME1;TAPBP;NFKBIA;BPGM;HLA-B;LY6E;BTG1;PSMB9;ARID5B;ITGB7;IFITM3;CDKN1A;SOCS1;RNF213;MT2A;LGALS3BP;HELZ2;IFI30;CD74;SOCS3;UBE2L6;TAP1,0,AHR
20,prerank,Unfolded Protein Response,-0.6222267299624445,-1.019279516228916,0.5818181818181818,0.965168930686172,1.0,8/16,5.24%,NPM1;HSP90B1;ATF4;HSPA5;EIF4A2;CKS1B;DDIT4;NABP1,0,AHR
21,prerank,Reactive Oxygen Species Pathway,-0.6397574673090287,-1.0081218105902694,0.5272727272727272,0.9446185997910136,1.0,6/15,8.30%,PRDX4;SOD2;JUNB;PRDX2;FES;PRDX1,0,AHR
22,prerank,KRAS Signaling Dn,0.4862472240579844,1.002015701918091,0.43243243243243246,1.0,1.0,7/38,7.06%,COL2A1;BTG2;IGFBP2;YPEL1;CKM;TNNI3;SGK1,0,AHR
23,prerank,Epithelial Mesenchymal Transition,0.4325286422935173,0.9954644655076567,0.3953488372093023,0.9938041258888967,1.0,21/84,10.64%,CD59;JUN;LRP1;PDLIM4;IGFBP2;EMP3;TIMP1;SPARC;DST;PLAUR;THBS1;SAT1;ID2;LGALS1;ECM1;TPM1;FBLN2;GLIPR1;GEM;AREG;PFN2,0,AHR
24,prerank,Estrogen Response Late,-0.47298304288760556,-0.9948291935195216,0.4507042253521127,0.9243778784008669,1.0,9/62,7.94%,GAL;MYB;CKB;FABP5;PRKAR2B;TOP2A;TSPAN13;ATP2B4;CD9,0,AHR
25,prerank,UV Response Up,-0.4748603466980627,-0.9764022086215466,0.5245901639344263,0.9206034941062163,1.0,8/45,6.18%,GAL;SOD2;DDX21;DNAJB1;KCNH2;CCND3;JUNB;NR4A1,0,AHR
26,prerank,Interferon Alpha Response,0.4544323730303501,0.9569459205776655,0.43333333333333335,0.9813947757516018,1.0,15/45,11.44%,B2M;PSME1;LY6E;PSMB9;IFITM3;LGALS3BP;HLA-C;HELZ2;IFI30;CD74;UBE2L6;TAP1;UBA7;GBP2;PSMB8,0,AHR
27,prerank,IL-2/STAT5 Signaling,-0.4476160495706601,-0.9407346913067383,0.5423728813559322,0.9764193660745385,1.0,17/72,9.96%,MYC;ODC1;CCND3;BHLHE40;CTSZ;TNFSF10;RHOH;S100A1;RGS16;MAPKAPK2;GADD45B;PLPP1;CDKN1C;CD48;KLF6;CAPG;GPR65,0,AHR
28,prerank,TGF-beta Signaling,0.5340364530860975,0.9292078811889941,0.5740740740740741,0.9668145227534091,1.0,6/17,6.68%,ID3;CTNNB1;SLC20A1;ID1;THBS1;ID2,0,AHR
29,prerank,Androgen Response,-0.49991853478203957,-0.92501056851437,0.6296296296296297,0.969962349272694,1.0,8/29,7.68%,PA2G4;MYL12A;CCND3;DBI;FADS1;KRT8;TSC22D1;PLPP1,0,AHR
30,prerank,Hypoxia,-0.42548211850034356,-0.9227980370258299,0.582089552238806,0.9301795383300085,1.0,15/78,8.50%,LDHA;ENO1;GAPDH;CITED2;HSPA5;SLC2A1;BHLHE40;MYH9;PHKG1;DDIT4;DDIT3;KLHL24;CDKN1C;TES;KLF6,0,AHR
31,prerank,Spermatogenesis,0.5016637610166998,0.9097836118939934,0.625,0.9322326269098078,1.0,6/26,8.52%,HBZ;KIF2C;ACRBP;TNNI3;CCNB2;TLE4,0,AHR
32,prerank,G2-M Checkpoint,0.42378227413935293,0.9028026662651168,0.64,0.8676463999283123,1.0,17/42,7.32%,HMGN2;STMN1;CKS2;CENPE;CDC20;PLK1;HSPA8;ATF5;CDC45;KIF2C;CCNA2;HMMR;BIRC5;PTTG1;CENPF;MEIS1;MT2A,0,AHR
33,prerank,KRAS Signaling Up,-0.4171490424492154,-0.9007637806351272,0.6774193548387096,0.9499795556767071,1.0,14/78,11.74%,LAPTM5;RELN;FCER1G;GYPC;SDCCAG8;TSPAN13;RGS16;TOR1AIP2;TMEM158;CTSS;LY96;ADAM8;CFH;ACE,0,AHR
34,prerank,Adipogenesis,-0.46996836305215267,-0.900069394890075,0.6440677966101694,0.9108905143387901,1.0,7/34,7.84%,UCP2;MDH2;STOM;REEP6;NABP1;GADD45A;CDKN2C,0,AHR
35,prerank,Inflammatory Response,0.38359846902303224,0.8928659589099365,0.7352941176470589,0.824913750616067,1.0,13/80,8.58%,CSF3R;TAPBP;NFKBIA;BTG2;EMP3;ICAM4;LY6E;TIMP1;CD55;CDKN1A;PLAUR;P2RX4;CD70,0,AHR
36,prerank,Xenobiotic Metabolism,-0.42418003007591515,-0.8750699796694558,0.7454545454545455,0.9312991988854058,1.0,10/53,10.72%,PGD;DDAH2;ETS2;GAD1;ABCC3;HES6;TKFC;SMOX;SLC46A3;GCNT2,0,AHR
37,prerank,DNA Repair,-0.5264396158438991,-0.8710093942648783,0.6470588235294118,0.9059561128526645,1.0,5/15,5.82%,NME1;POLR2E;CMPK2;POLR3GL;EIF1B,0,AHR
38,prerank,heme Metabolism,-0.40165662602801866,-0.868997787616946,0.6481481481481481,0.875472477005044,1.0,8/55,4.56%,KLF1;LMO2;SLC25A37;UCP2;CCND3;SLC2A1;GYPC;ACP5,0,AHR
39,prerank,Apoptosis,-0.394695783152123,-0.8526355704369587,0.75,0.8822709857192617,1.0,14/68,10.04%,KRT18;CLU;SOD2;LMNA;TNFRSF12A;HMGB2;TNFSF10;TOP2A;GADD45A;DDIT3;GADD45B;IGFBP6;ANXA1;SQSTM1,0,AHR
40,prerank,Oxidative Phosphorylation,-0.5123805643103434,-0.826589521511362,0.6785714285714286,0.8971762812428686,1.0,3/11,2.40%,LDHA;LDHB;MDH2,0,AHR
41,prerank,Bile Acid Metabolism,-0.44795329562003317,-0.8229409650162595,0.7758620689655172,0.8735864391036805,1.0,3/26,5.30%,KLF1;FADS1;ACSL1,0,AHR
42,prerank,IL-6/JAK/STAT3 Signaling,0.41445899184605806,0.8220657498822391,0.7659574468085106,0.9110209652348636,1.0,9/39,11.06%,CSF3R;JUN;SOCS1;IL6ST;CSF2RA;SOCS3;IL10RB;LTB;IL17RA,0,AHR
43,prerank,Hedgehog Signaling,-0.5470425494981936,-0.8206397303149485,0.723404255319149,0.8480803586476556,1.0,2/9,4.44%,MYH9;ETS2,0,AHR
44,prerank,Mitotic Spindle,-0.4189002010169414,-0.7881515234937864,0.7924528301886793,0.8833812260536399,1.0,8/34,6.44%,TPX2;SMC4;PIF1;CDK1;MYH9;PRC1;TOP2A;FLNA,0,AHR
45,prerank,TNF-alpha Signaling via NF-kB,-0.3455847796220457,-0.7647322923608187,0.9295774647887324,0.889986595315749,1.0,24/105,13.28%,MYC;SOD2;TNFAIP2;BHLHE40;NFE2L2;ETS2;HES1;JUNB;GADD45A;NR4A1;TSC22D1;GADD45B;ICOSLG;IER2;KLF6;SQSTM1;DDX58;PTPRE;NR4A2;FOSL2;SLC2A6;ZFP36;CEBPD;BCL3,0,AHR
46,prerank,Pperoxisome,0.42083970477877014,0.7332590253242758,0.8444444444444444,0.9790185172146729,1.0,4/16,5.98%,HMGCL;IDH2;PRDX5;HSD3B7,0,AHR
47,prerank,Wnt-beta Catenin Signaling,-0.4782648726640989,-0.7083655977545713,0.8666666666666667,0.9292929292929293,1.0,1/8,0.24%,MYC,0,AHR
48,prerank,Apical Surface,0.3740314307353952,0.6105281272299318,0.9591836734693877,0.9802858551010349,1.0,4/14,14.38%,PLAUR;MDGA1;HSPB1;B4GALT1,0,AHR
0,prerank,Angiogenesis,0.8480372268191956,1.5136341242524158,0.0,0.15882352941176472,0.17,2/14,2.50%,S100A4;MSX1,1,ARID1A
1,prerank,E2F Targets,-0.7832337938908446,-1.4770345634818614,0.013333333333333334,0.18813559322033896,0.14,30/44,6.90%,HMGB2;TOP2A;BIRC5;UBE2S;RRM2;TUBB;ORC6;AURKB;EXOSC8;SPC25;PLK1;RANBP1;DEK;CKS2;MKI67;CDCA8;KIF2C;ATAD2;CENPE;HMMR;CDKN2C;HELLS;PCNA;LYAR;STMN1;RAN;AURKA;CKS1B;CDK1;CDC20,1,ARID1A
2,prerank,Pancreas Beta Cells,-0.8630573040710574,-1.4738099463980492,0.08064516129032258,0.10451977401129943,0.15,1/8,1.94%,LMO2,1,ARID1A
3,prerank,Mitotic Spindle,-0.7558280895725679,-1.4445340450009694,0.028985507246376812,0.14981167608286253,0.32,17/34,9.68%,CENPF;TOP2A;BIRC5;PIF1;PLK1;TPX2;FLNA;KIF2C;CENPE;AURKA;PRC1;CDK1;DST;CDC42;FGD4;CLIP2;AKAP13,1,ARID1A
4,prerank,KRAS Signaling Dn,-0.7355254783443569,-1.4376608987534014,0.015151515151515152,0.12542372881355932,0.36,9/38,8.08%,IGFBP2;COL2A1;PNMT;BTG2;SGK1;SKIL;TNNI3;ZBTB16;TFAP2B,1,ARID1A
5,prerank,G2-M Checkpoint,-0.745175886594044,-1.4106338223258743,0.013333333333333334,0.17559322033898306,0.56,25/42,7.06%,CENPF;TOP2A;BIRC5;UBE2S;ORC6;AURKB;MT2A;PLK1;HMGN2;CKS2;CCNA2;CENPA;TPX2;MKI67;KIF2C;CENPE;HMMR;CDKN2C;STMN1;AURKA;PRC1;CKS1B;CDK1;CDC20;NCL,1,ARID1A
6,prerank,Hedgehog Signaling,0.8964079791866486,1.4019581214937746,0.08823529411764706,0.2867647058823529,0.49,3/9,5.78%,MYH9;DPYSL2;ETS2,1,ARID1A
7,prerank,Apical Junction,-0.6402747747524836,-1.2731718390939184,0.06493506493506493,0.7229284369114878,0.94,19/57,12.32%,ACTG1;MPZL1;CNN2;GNAI2;PTPRC;CAP1;MSN;CD99;ACTB;ZYX;MPP5;CLDN7;MDK;MMP9;ARHGEF6;ICAM1;SKAP2;NFASC;MMP2,1,ARID1A
8,prerank,Adipogenesis,-0.6455080706073172,-1.201779025024388,0.23684210526315788,1.0,1.0,10/34,9.20%,MDH2;UBC;MGST3;CDKN2C;STOM;APLP2;NABP1;CCNG2;UCP2;GADD45A,1,ARID1A
9,prerank,Androgen Response,-0.6600131143817007,-1.18187651281773,0.22388059701492538,1.0,1.0,13/29,11.82%,KRT8;TSC22D1;MYL12A;CCND3;ARID5B;SGK1;PLPP1;NCOA4;FADS1;IQGAP2;PA2G4;RRP12;B2M,1,ARID1A
10,prerank,p53 Pathway,-0.5862353716328266,-1.1732447754291062,0.2465753424657534,0.9639045825486503,1.0,22/66,10.74%,BTG1;TSC22D1;ZMAT3;CCND3;S100A10;IER3;PCNA;STOM;BTG2;LDHB;VWA5A;MKNK2;SOCS1;PPP1R15A;ZBTB16;SLC7A11;FUCA1;GADD45A;CEBPA;JUN;NINJ1;TRIB3,1,ARID1A
11,prerank,PI3K/AKT/mTOR  Signaling,-0.6821481085087833,-1.1688519056949065,0.27692307692307694,0.8905084745762711,1.0,10/21,11.74%,SLC2A1;CALR;SQSTM1;MKNK2;ARPC3;CDK1;IL2RG;TRIB3;DAPP1;HSP90B1,1,ARID1A
12,prerank,Epithelial Mesenchymal Transition,-0.5659964864528706,-1.1567333989507913,0.21333333333333335,0.8741653826399588,1.0,18/84,10.44%,IGFBP2;EMP3;FLNA;PPIB;SPARC;PMP22;CAPG;LGALS1;PDLIM4;ECM1;PLAUR;TPM1;IGFBP4;DST;FUCA1;GADD45A;COL1A1;JUN,1,ARID1A
13,prerank,Apoptosis,-0.5805401820726603,-1.1361189664801143,0.2727272727272727,0.8901600753295668,1.0,24/68,14.66%,HMGB2;TOP2A;LMNA;SLC20A1;CTNNB1;IER3;SQSTM1;BTG2;DNAJA1;CLU;BCL2L1;KRT18;GADD45A;JUN;GSN;PRF1;MMP2;IGFBP6;PLCB2;BIRC3;IRF1;FEZ1;CASP4;CD2,1,ARID1A
14,prerank,Oxidative Phosphorylation,-0.7404680645104957,-1.1232349478741679,0.34782608695652173,0.8715341156019122,1.0,7/11,9.94%,MDH2;IDH2;ATP6V0B;MGST3;LDHB;COX17;ATP1B1,1,ARID1A
15,prerank,Estrogen Response Early,0.468029871359814,1.1073451892873696,0.19047619047619047,1.0,0.99,9/58,6.64%,BLVRB;FASN;MYC;BHLHE40;B4GALT1;IL6ST;MYB;ABAT;PMAIP1,1,ARID1A
16,prerank,Protein Secretion,-0.6511400482712769,-1.0880786752442577,0.3870967741935484,0.9406779661016949,1.0,7/15,10.84%,CD63;CTSC;CLN5;CLTA;DST;KRT18;LAMP2,1,ARID1A
17,prerank,Interferon Gamma Response,-0.5131492100451611,-1.0783060683053687,0.3333333333333333,0.9037476459510357,1.0,21/84,12.28%,MT2A;PSMB2;BTG1;CMPK2;TAPBP;LY6E;ARID5B;BPGM;IFITM2;PSMB9;CFH;ISG15;SOCS1;HELZ2;IRF7;RNF213;ICAM1;TNFAIP2;VAMP5;B2M;DDX58,1,ARID1A
18,prerank,mTORC1 Signaling,-0.5529588830457235,-1.067560968434847,0.31343283582089554,0.8877648305084745,1.0,19/49,7.94%,RRM2;PLK1;SLC2A1;PSMA4;CALR;DHFR;CACYBP;HSPA5;SQSTM1;BTG2;CORO1A;CD9;CTSC;AURKA;PHGDH;PPP1R15A;G6PD;SLC7A11;FADS1,1,ARID1A
19,prerank,Fatty Acid Metabolism,0.48540655656264625,1.0544027627487629,0.3125,1.0,1.0,9/34,6.98%,FASN;ODC1;LDHA;REEP6;PSME1;UBE2L6;ACSM3;ACAT2;HSD17B4,1,ARID1A
20,prerank,Myc Targets V1,-0.5585919361847319,-1.0291639160813681,0.3918918918918919,0.9646560319042871,1.0,13/31,6.90%,PSMB3;SRSF3;DDX21;SRSF7;RANBP1;PSMB2;DEK;CCNA2;PSMA4;PCNA;RAN;PHB;CDC20,1,ARID1A
21,prerank,Interferon Alpha Response,-0.5260193331414209,-1.024614348337398,0.42105263157894735,0.9226773383553044,1.0,14/45,14.26%,GMPR;CMPK2;LY6E;IFITM2;PSMB9;ISG15;HLA-C;HELZ2;IRF7;B2M;CCRL2;PROCR;RSAD2;IRF1,1,ARID1A
22,prerank,Inflammatory Response,-0.487199648935421,-1.0012249439273433,0.4457831325301205,0.9329765090692834,1.0,19/80,15.46%,CD55;EMP3;TAPBP;LY6E;AXL;BTG2;PLAUR;P2RX4;IRF7;ICAM1;CCRL2;SERPINE1;PTAFR;TLR1;AHR;IRF1;ABCA1;CCR7;CCL2,1,ARID1A
23,prerank,Pperoxisome,-0.6143520017254688,-0.9971331916714756,0.5076923076923077,0.9035734463276835,1.0,5/16,12.16%,TOP2A;IDH2;FADS1;ACSL5;CRABP2,1,ARID1A
24,prerank,Glycolysis,-0.5241448272853637,-0.9870771179115814,0.5394736842105263,0.8923997847726661,1.0,11/40,8.50%,MDH2;CENPA;HSPA5;HMMR;IER3;STMN1;AURKA;CDK1;GALK1;G6PD;SDC2,1,ARID1A
25,prerank,Unfolded Protein Response,-0.6033946508035456,-0.9805272272878988,0.5423728813559322,0.8694144838212634,1.0,9/16,11.74%,CALR;HSPA5;ATF4;EIF4A2;CKS1B;NABP1;TUBB2A;WIPI1;HSP90B1,1,ARID1A
26,prerank,UV Response Dn,0.4705994640667801,0.9798318346942382,0.5161290322580645,1.0,1.0,8/33,5.50%,ID1;MYC;CITED2;MAP1B;BHLHE40;RUNX1;DAB2;TGFBR2,1,ARID1A
27,prerank,heme Metabolism,0.4257462878950955,0.9754856832550628,0.5,0.9911764705882353,1.0,17/55,6.22%,BLVRB;BNIP3L;TFRC;HBD;HAGH;HBZ;LRP10;YPEL5;OPTN;GYPE;SDCBP;SLC4A1;ALAS2;SMOX;C3;KLF1;CLCN3,1,ARID1A
28,prerank,Allograft Rejection,-0.4699855694251694,-0.9473684669565515,0.5,0.9270449521002211,1.0,22/86,16.16%,SPI1;FLNA;CCND3;TAPBP;PTPRC;CAPG;SOCS1;IL2RG;MMP9;IRF7;ICAM1;PRF1;CD3D;B2M;CTSS;HLA-E;TLR1;CD2;CD3G;CCL2;CFP;IGSF6,1,ARID1A
29,prerank,Complement,-0.4762645489614602,-0.9386965160920523,0.6282051282051282,0.9141125235404896,1.0,12/66,6.72%,CD55;HSPA1A;ANXA5;GNAI2;FCER1G;HSPA5;CTSC;PSMB9;CTSL;CFH;PLAUR;CLU,1,ARID1A
30,prerank,DNA Repair,-0.5779282846580863,-0.9172805619502827,0.6166666666666667,0.9235367231638417,1.0,7/15,8.12%,CMPK2;BCAM;PCNA;ARL6IP1;RALA;COX17;MPC2,1,ARID1A
31,prerank,Xenobiotic Metabolism,0.41256365572209086,0.9147957766567857,0.64,1.0,1.0,9/53,6.10%,BLVRB;APOE;PGD;COMT;ID2;CSAD;SMOX;ETS2;PTGDS,1,ARID1A
32,prerank,UV Response Up,-0.4964745524826593,-0.913485414763901,0.6582278481012658,0.896458061712299,1.0,9/45,5.70%,DDX21;IGFBP2;BTG1;COL2A1;CCND3;CREG1;SQSTM1;BTG2;DNAJA1,1,ARID1A
33,prerank,Spermatogenesis,-0.5134082181728864,-0.9056997096714944,0.6231884057971014,0.8810629838878427,1.0,8/26,12.10%,KIF2C;GAD1;AURKA;TNNI3;CDK1;TLE4;ACE;GSTM3,1,ARID1A
34,prerank,Reactive Oxygen Species Pathway,0.4990074223934593,0.8845012455594448,0.625,1.0,1.0,6/15,7.60%,PRDX4;HHEX;GLRX;FTL;PRDX1;FES,1,ARID1A
35,prerank,KRAS Signaling Up,-0.42533965567874554,-0.859191137106854,0.775,0.9459039548022597,1.0,21/78,14.80%,TOR1AIP2;FCER1G;BPGM;GYPC;VWA5A;CFH;PLAUR;IL2RG;PPP1R15A;FUCA1;MMP9;ACE;TFPI;ADAM8;ANGPTL4;CTSS;PLAU;AKAP12;GADD45G;BIRC3;LY96,1,ARID1A
36,prerank,Estrogen Response Late,0.37565679122265183,0.848925906744217,0.782608695652174,0.9833333333333334,1.0,8/62,5.90%,BLVRB;GAL;TSPAN13;ID2;IL6ST;MYB;GINS2;SNX10,1,ARID1A
37,prerank,Hypoxia,-0.4134605821621804,-0.8440936135201765,0.8214285714285714,0.9385154880187024,1.0,23/78,12.18%,MT2A;BTG1;SLC2A1;ANXA2;HSPA5;IER3;GCNT2;PLAUR;WSB1;KLHL24;MT1E;PPP1R15A;INHA;IDS;GALK1;CCNG2;SDC2;NAGK;UGP2;JUN;DUSP1;ANGPTL4;SERPINE1,1,ARID1A
38,prerank,Cholesterol Homeostasis,0.4238442032135813,0.8324701151399944,0.6666666666666666,0.9247058823529412,1.0,7/25,6.62%,SQLE;FASN;PNRC1;TM7SF2;TP53INP1;ANTXR2;ACAT2,1,ARID1A
39,prerank,TNF-alpha Signaling via NF-kB,-0.37503026813809165,-0.8042670814113306,0.8850574712643678,0.9779566854990583,1.0,34/105,16.12%,BTG1;TSC22D1;IER3;PHLDA2;SQSTM1;BTG2;SGK1;NFE2L2;PLAUR;PPP1R15A;JUNB;TUBB2A;GADD45A;EIF1;HES1;ICAM1;JUN;NINJ1;CCNL1;TNFAIP2;DUSP1;CCRL2;SERPINE1;DDX58;PLAU;BIRC3;IRF1;SOCS3;ABCA1;KLF10;CCL2;SLC2A6;SOD2;FOS,1,ARID1A
40,prerank,Coagulation,-0.4164656443261769,-0.7773083232340576,0.8333333333333334,0.9946236559139785,1.0,17/50,14.60%,SPARC;CFD;CD9;CFH;MSRB2;CLU;MMP9;CPQ;GSN;LAMP2;SERPINE1;MMP2;CTSB;PLAU;FN1;THBS1;LRP1,1,ARID1A
41,prerank,Myogenesis,-0.3798236432534156,-0.7582835539328884,0.8554216867469879,0.9935911016949152,1.0,13/68,13.70%,TNNT1;SPARC;CFD;MEF2C;EIF4A2;CLU;CKB;LSP1;COL1A1;GSN;PVALB;CKM;PTP4A3,1,ARID1A
42,prerank,Apical Surface,-0.4788687731431479,-0.7504679038624433,0.7903225806451613,0.9729840780688238,1.0,4/14,12.10%,PLAUR;IL2RG;GHRL;GSTM3,1,ARID1A
43,prerank,IL-2/STAT5 Signaling,-0.36659602196826924,-0.7405947673829718,0.9166666666666666,0.9572781655034895,1.0,12/72,8.90%,CTSZ;CCND3;CAPG;ECM1;SOCS1;RHOH;PLPP1;BCL2L1;BATF3;P2RX4;FLT3LG;SCN9A,1,ARID1A
44,prerank,Myc Targets V2,0.48283935345130935,0.7366133973549347,0.85,0.9842245989304813,1.0,4/8,3.90%,SRM;MYC;NPM1;WDR43,1,ARID1A
45,prerank,TGF-beta Signaling,-0.4340975039576105,-0.7318000415723027,0.890625,0.9415738498789347,1.0,10/17,14.74%,SLC20A1;CTNNB1;SKIL;PPP1R15A;JUNB;SERPINE1;ARID4B;THBS1;CDKN1C;KLF10,1,ARID1A
46,prerank,Bile Acid Metabolism,0.36829209980792743,0.7231887907777338,0.8387096774193549,0.9110294117647059,1.0,5/26,6.98%,PRDX5;OPTN;PNPLA8;KLF1;HSD17B4,1,ARID1A
47,prerank,Wnt-beta Catenin Signaling,-0.4744935625485508,-0.6821833130829968,0.8813559322033898,0.9673885750156935,1.0,1/8,2.76%,CTNNB1,1,ARID1A
48,prerank,IL-6/JAK/STAT3 Signaling,-0.33633773285964014,-0.6183131584276359,0.9873417721518988,0.9754237288135593,1.0,7/39,14.34%,CD9;SOCS1;IL2RG;JUN;INHBE;IRF1;SOCS3,1,ARID1A
0,prerank,UV Response Up,0.6963150393254991,1.555284013577961,0.027777777777777776,0.12619502868068833,0.11,17/45,8.28%,KCNH2;SOD2;TFRC;BTG1;SQSTM1;GAL;BCL2L11;MSX1;JUNB;DDX21;IGFBP2;IL6ST;ALAS1;CDKN1C;CCND3;FOSB;COL2A1,2,ARRDC3
1,prerank,Angiogenesis,0.8494668681407763,1.4818318313396317,0.0625,0.1892925430210325,0.3,2/14,3.16%,TIMP1;MSX1,2,ARRDC3
2,prerank,Bile Acid Metabolism,-0.7995434003543654,-1.4555843645681925,0.034482758620689655,0.47115384615384615,0.4,11/26,12.00%,KLF1;IDH2;HSD17B4;PNPLA8;FADS1;OPTN;HSD3B7;SLCO1A2;PRDX5;ACSL1;ABCA1,2,ARRDC3
3,prerank,G2-M Checkpoint,-0.7113772528618567,-1.4172540136025125,0.06666666666666667,0.40865384615384615,0.6,20/42,5.28%,MKI67;TOP2A;CCNA2;PLK1;HMGN2;CDKN2C;ODC1;CKS2;STMN1;CDC45;NUSAP1;BIRC5;TGFB1;AURKB;CKS1B;CDK1;CDC20;HSPA8;TPX2;NCL,2,ARRDC3
